"Retailer";"Retailer ID";"Invoice Date";"month";"Region";"State";"City";"category";"Product";"gender";"Price per Unit";"Units Sold";"Total Sales";"Operating Profit";"Operating Margin";"Sales Method"
"Foot Locker";1185732;"2021-12-07";"December";"Northeast";"Pennsylvania";"Philadelphia";"apparel";"Men's Apparel";"male";46;54;2484;969;39;"Outlet"
"Foot Locker";1185732;"2021-12-08";"December";"Northeast";"Pennsylvania";"Philadelphia";"apparel";"Women's Apparel";"female";49;123;6027;2170;36;"Outlet"
"Foot Locker";1185732;"2021-12-09";"December";"Northeast";"Pennsylvania";"Philadelphia";"footwear";"Men's Street Footwear";"male";46;162;7452;3875;52;"Outlet"
"Foot Locker";1185732;"2021-12-10";"December";"Northeast";"Pennsylvania";"Philadelphia";"footwear";"Men's Athletic Footwear";"male";40;91;3640;1238;34;"Outlet"
"Foot Locker";1185732;"2021-12-11";"December";"Northeast";"Pennsylvania";"Philadelphia";"footwear";"Women's Street Footwear";"female";32;60;1920;768;40;"Outlet"
"Foot Locker";1185732;"2021-12-12";"December";"Northeast";"Pennsylvania";"Philadelphia";"footwear";"Women's Athletic Footwear";"female";32;53;1696;695;41;"Outlet"
"Foot Locker";1185732;"2021-12-13";"December";"Northeast";"Pennsylvania";"Philadelphia";"apparel";"Men's Apparel";"male";36;41;1476;502;34;"Outlet"
"Foot Locker";1185732;"2021-12-14";"December";"Northeast";"Pennsylvania";"Philadelphia";"apparel";"Women's Apparel";"female";48;79;3792;1176;31;"Outlet"
"Foot Locker";1185732;"2021-12-15";"December";"Northeast";"Pennsylvania";"Philadelphia";"footwear";"Men's Street Footwear";"male";47;124;5828;3089;53;"Outlet"
"Foot Locker";1185732;"2021-12-16";"December";"Northeast";"Pennsylvania";"Philadelphia";"footwear";"Men's Athletic Footwear";"male";35;68;2380;762;32;"Outlet"
"Foot Locker";1185732;"2021-12-17";"December";"Northeast";"Pennsylvania";"Philadelphia";"footwear";"Women's Street Footwear";"female";38;38;1444;549;38;"Outlet"
"Foot Locker";1185732;"2021-12-18";"December";"Northeast";"Pennsylvania";"Philadelphia";"footwear";"Women's Athletic Footwear";"female";40;34;1360;517;38;"Outlet"
"Foot Locker";1185732;"2021-12-19";"December";"Northeast";"Pennsylvania";"Philadelphia";"apparel";"Men's Apparel";"male";43;30;1290;426;33;"Outlet"
"Foot Locker";1185732;"2021-12-20";"December";"Northeast";"Pennsylvania";"Philadelphia";"apparel";"Women's Apparel";"female";42;74;3108;995;32;"Outlet"
"Foot Locker";1185732;"2021-12-21";"December";"Northeast";"Pennsylvania";"Philadelphia";"footwear";"Men's Street Footwear";"male";48;124;5952;3571;60;"Outlet"
"Foot Locker";1185732;"2021-12-22";"December";"Northeast";"Pennsylvania";"Philadelphia";"footwear";"Men's Athletic Footwear";"male";43;68;2924;1228;42;"Outlet"
"Foot Locker";1185732;"2021-12-23";"December";"Northeast";"Pennsylvania";"Philadelphia";"footwear";"Women's Street Footwear";"female";47;66;3102;1365;44;"Outlet"
"Foot Locker";1185732;"2021-12-24";"December";"Northeast";"Pennsylvania";"Philadelphia";"footwear";"Women's Athletic Footwear";"female";43;60;2580;1187;46;"Outlet"
"Foot Locker";1185732;"2021-12-25";"December";"Northeast";"Pennsylvania";"Philadelphia";"apparel";"Men's Apparel";"male";51;48;2448;955;39;"Outlet"
"Foot Locker";1185732;"2021-12-26";"December";"Northeast";"Pennsylvania";"Philadelphia";"apparel";"Women's Apparel";"female";53;75;3975;1431;36;"Outlet"
"Foot Locker";1185732;"2021-12-27";"December";"Northeast";"Pennsylvania";"Philadelphia";"footwear";"Men's Street Footwear";"male";53;143;7579;4623;61;"Outlet"
"Foot Locker";1185732;"2021-12-28";"December";"Northeast";"Pennsylvania";"Philadelphia";"footwear";"Men's Athletic Footwear";"male";47;85;3995;1638;41;"Outlet"
"Foot Locker";1185732;"2021-12-29";"December";"Northeast";"Pennsylvania";"Philadelphia";"footwear";"Women's Street Footwear";"female";44;79;3476;1529;44;"Outlet"
"Foot Locker";1185732;"2021-12-30";"December";"Northeast";"Pennsylvania";"Philadelphia";"footwear";"Women's Athletic Footwear";"female";40;53;2120;954;45;"Outlet"
"Foot Locker";1185732;"2021-12-31";"December";"Northeast";"Pennsylvania";"Philadelphia";"apparel";"Men's Apparel";"male";46;56;2576;1005;39;"Outlet"
"Foot Locker";1185732;"2020-01-01";"January";"Northeast";"Pennsylvania";"Philadelphia";"apparel";"Women's Apparel";"female";53;83;4399;1408;32;"Outlet"
"West Gear";1128299;"2020-01-02";"January";"Northeast";"Pennsylvania";"Philadelphia";"footwear";"Men's Street Footwear";"male";27;158;4266;1792;42;"Outlet"
"West Gear";1128299;"2020-01-03";"January";"Northeast";"Pennsylvania";"Philadelphia";"footwear";"Men's Athletic Footwear";"male";35;135;4725;1465;31;"Outlet"
"West Gear";1128299;"2020-01-04";"January";"Northeast";"Pennsylvania";"Philadelphia";"footwear";"Women's Street Footwear";"female";36;140;5040;2369;47;"Outlet"
"West Gear";1128299;"2020-01-05";"January";"Northeast";"Pennsylvania";"Philadelphia";"footwear";"Women's Athletic Footwear";"female";34;90;3060;1255;41;"Outlet"
"West Gear";1128299;"2020-01-06";"January";"West";"Nevada";"Las Vegas";"apparel";"Men's Apparel";"male";37;80;2960;1687;57;"Outlet"
"West Gear";1128299;"2020-01-07";"January";"West";"Nevada";"Las Vegas";"apparel";"Women's Apparel";"female";36;166;5976;1434;24;"Outlet"
"West Gear";1128299;"2020-01-08";"January";"West";"Nevada";"Las Vegas";"footwear";"Men's Street Footwear";"male";27;173;4671;2009;43;"Outlet"
"West Gear";1128299;"2020-01-09";"January";"West";"Nevada";"Las Vegas";"footwear";"Men's Athletic Footwear";"male";35;145;5075;1573;31;"Outlet"
"West Gear";1128299;"2020-01-10";"January";"West";"Nevada";"Las Vegas";"footwear";"Women's Street Footwear";"female";31;140;4340;1866;43;"Outlet"
"West Gear";1128299;"2020-01-11";"January";"West";"Nevada";"Las Vegas";"footwear";"Women's Athletic Footwear";"female";30;85;2550;1046;41;"Outlet"
"West Gear";1128299;"2020-01-12";"January";"West";"Nevada";"Las Vegas";"apparel";"Men's Apparel";"male";37;70;2590;1580;61;"Outlet"
"West Gear";1128299;"2020-01-13";"January";"West";"Nevada";"Las Vegas";"apparel";"Women's Apparel";"female";31;140;4340;998;23;"Outlet"
"West Gear";1128299;"2020-01-14";"January";"West";"Nevada";"Las Vegas";"footwear";"Men's Street Footwear";"male";31;182;5642;2539;45;"Outlet"
"West Gear";1128299;"2020-01-15";"January";"West";"Nevada";"Las Vegas";"footwear";"Men's Athletic Footwear";"male";42;124;5208;1667;32;"Outlet"
"West Gear";1128299;"2020-01-16";"January";"West";"Nevada";"Las Vegas";"footwear";"Women's Street Footwear";"female";43;128;5504;2587;47;"Outlet"
"West Gear";1128299;"2020-01-17";"January";"West";"Nevada";"Las Vegas";"footwear";"Women's Athletic Footwear";"female";41;93;3813;1563;41;"Outlet"
"West Gear";1128299;"2020-01-18";"January";"West";"Nevada";"Las Vegas";"apparel";"Men's Apparel";"male";44;60;2640;1637;62;"Outlet"
"West Gear";1128299;"2020-01-19";"January";"West";"Nevada";"Las Vegas";"apparel";"Women's Apparel";"female";39;124;4836;1257;26;"Outlet"
"West Gear";1128299;"2020-01-20";"January";"West";"Nevada";"Las Vegas";"footwear";"Men's Street Footwear";"male";41;171;7011;2945;42;"Outlet"
"West Gear";1128299;"2020-01-21";"January";"West";"Nevada";"Las Vegas";"footwear";"Men's Athletic Footwear";"male";46;116;5336;1547;29;"Outlet"
"West Gear";1128299;"2020-01-22";"January";"West";"Nevada";"Las Vegas";"footwear";"Women's Street Footwear";"female";47;120;5640;2538;45;"Outlet"
"West Gear";1128299;"2020-01-23";"January";"West";"Nevada";"Las Vegas";"footwear";"Women's Athletic Footwear";"female";40;90;3600;1476;41;"Outlet"
"West Gear";1128299;"2020-01-24";"January";"West";"Nevada";"Las Vegas";"apparel";"Men's Apparel";"male";47;62;2914;1778;61;"Outlet"
"West Gear";1128299;"2020-01-25";"January";"West";"Nevada";"Las Vegas";"apparel";"Women's Apparel";"female";54;123;6642;1793;27;"Outlet"
"West Gear";1128299;"2020-01-26";"January";"West";"Nevada";"Las Vegas";"footwear";"Men's Street Footwear";"male";43;171;7353;3529;48;"Outlet"
"West Gear";1128299;"2020-01-27";"January";"West";"Nevada";"Las Vegas";"footwear";"Men's Athletic Footwear";"male";43;120;5160;1806;35;"Outlet"
"West Gear";1128299;"2020-01-28";"January";"West";"Nevada";"Las Vegas";"footwear";"Women's Street Footwear";"female";49;132;6468;3040;47;"Outlet"
"West Gear";1128299;"2020-01-29";"January";"West";"Nevada";"Las Vegas";"footwear";"Women's Athletic Footwear";"female";47;105;4935;2270;46;"Outlet"
"West Gear";1128299;"2020-01-30";"January";"West";"Nevada";"Las Vegas";"apparel";"Men's Apparel";"male";43;66;2838;1873;66;"Outlet"
"West Gear";1128299;"2020-01-31";"January";"West";"Nevada";"Las Vegas";"apparel";"Women's Apparel";"female";54;140;7560;2419;32;"Outlet"
"West Gear";1128299;"2020-02-01";"February";"West";"Nevada";"Las Vegas";"footwear";"Men's Street Footwear";"male";47;245;11515;5758;50;"Outlet"
"West Gear";1128299;"2020-02-02";"February";"West";"Nevada";"Las Vegas";"footwear";"Men's Athletic Footwear";"male";51;182;9282;3342;36;"Outlet"
"West Gear";1128299;"2020-02-03";"February";"West";"Nevada";"Las Vegas";"footwear";"Women's Street Footwear";"female";46;176;8096;3886;48;"Outlet"
"West Gear";1128299;"2020-02-04";"February";"West";"Nevada";"Las Vegas";"footwear";"Women's Athletic Footwear";"female";47;145;6815;3067;45;"Outlet"
"West Gear";1128299;"2020-02-05";"February";"West";"Nevada";"Las Vegas";"apparel";"Men's Apparel";"male";47;105;4935;3208;65;"Outlet"
"West Gear";1128299;"2020-02-06";"February";"West";"Nevada";"Las Vegas";"apparel";"Women's Apparel";"female";57;192;10944;3064;28;"Outlet"
"West Gear";1128299;"2020-02-07";"February";"West";"Nevada";"Las Vegas";"footwear";"Men's Street Footwear";"male";48;233;11184;4921;44;"Outlet"
"West Gear";1128299;"2020-02-08";"February";"West";"Nevada";"Las Vegas";"footwear";"Men's Athletic Footwear";"male";46;204;9384;2534;27;"Outlet"
"West Gear";1128299;"2020-02-09";"February";"West";"Nevada";"Las Vegas";"footwear";"Women's Street Footwear";"female";47;171;8037;3617;45;"Outlet"
"West Gear";1128299;"2020-02-10";"February";"West";"Nevada";"Las Vegas";"footwear";"Women's Athletic Footwear";"female";46;140;6440;2705;42;"Outlet"
"West Gear";1128299;"2020-02-11";"February";"West";"Nevada";"Las Vegas";"apparel";"Men's Apparel";"male";47;150;7050;4160;59;"Outlet"
"West Gear";1128299;"2020-02-12";"February";"West";"Nevada";"Las Vegas";"apparel";"Women's Apparel";"female";61;170;10370;2800;27;"Outlet"
"West Gear";1128299;"2020-02-13";"February";"West";"Nevada";"Las Vegas";"footwear";"Men's Street Footwear";"male";44;238;10472;4817;46;"Outlet"
"West Gear";1128299;"2020-02-14";"February";"West";"Nevada";"Las Vegas";"footwear";"Men's Athletic Footwear";"male";56;208;11648;3378;29;"Outlet"
"West Gear";1128299;"2020-02-15";"February";"West";"Nevada";"Las Vegas";"footwear";"Women's Street Footwear";"female";44;179;7876;3308;42;"Outlet"
"West Gear";1128299;"2020-02-16";"February";"West";"Nevada";"Las Vegas";"footwear";"Women's Athletic Footwear";"female";42;152;6384;2681;42;"Outlet"
"West Gear";1128299;"2020-02-17";"February";"West";"Nevada";"Las Vegas";"apparel";"Men's Apparel";"male";50;152;7600;4484;59;"Outlet"
"West Gear";1128299;"2020-02-18";"February";"West";"Nevada";"Las Vegas";"apparel";"Women's Apparel";"female";55;128;7040;1830;26;"Outlet"
"West Gear";1128299;"2020-02-19";"February";"West";"Nevada";"Las Vegas";"footwear";"Men's Street Footwear";"male";41;186;7626;2898;38;"Outlet"
"West Gear";1128299;"2020-02-20";"February";"West";"Nevada";"Las Vegas";"footwear";"Men's Athletic Footwear";"male";51;180;9180;2479;27;"Outlet"
"West Gear";1128299;"2020-02-21";"February";"West";"Nevada";"Las Vegas";"footwear";"Women's Street Footwear";"female";46;144;6624;2716;41;"Outlet"
"West Gear";1128299;"2020-02-22";"February";"West";"Nevada";"Las Vegas";"footwear";"Women's Athletic Footwear";"female";43;124;5332;1866;35;"Outlet"
"West Gear";1128299;"2020-02-23";"February";"West";"Nevada";"Las Vegas";"apparel";"Men's Apparel";"male";53;128;6784;3596;53;"Outlet"
"West Gear";1128299;"2020-02-24";"February";"West";"Nevada";"Las Vegas";"apparel";"Women's Apparel";"female";54;140;7560;1588;21;"Outlet"
"West Gear";1128299;"2020-02-25";"February";"West";"Nevada";"Las Vegas";"footwear";"Men's Street Footwear";"male";47;171;8037;3215;40;"Outlet"
"West Gear";1128299;"2020-02-26";"February";"West";"Nevada";"Las Vegas";"footwear";"Men's Athletic Footwear";"male";50;193;9650;2413;25;"Outlet"
"West Gear";1128299;"2020-02-27";"February";"West";"Nevada";"Las Vegas";"footwear";"Women's Street Footwear";"female";47;113;5311;2231;42;"Outlet"
"West Gear";1128299;"2020-02-28";"February";"West";"Nevada";"Las Vegas";"footwear";"Women's Athletic Footwear";"female";43;119;5117;1689;33;"Outlet"
"West Gear";1128299;"2020-03-01";"March";"West";"Nevada";"Las Vegas";"apparel";"Men's Apparel";"male";48;107;5136;2773;54;"Outlet"
"West Gear";1128299;"2020-03-02";"March";"West";"Nevada";"Las Vegas";"apparel";"Women's Apparel";"female";53;120;6360;1399;22;"Outlet"
"West Gear";1128299;"2020-03-03";"March";"West";"Nevada";"Las Vegas";"footwear";"Men's Street Footwear";"male";47;196;9212;3869;42;"Outlet"
"West Gear";1128299;"2020-03-04";"March";"West";"Nevada";"Las Vegas";"footwear";"Men's Athletic Footwear";"male";52;201;10452;2613;25;"Outlet"
"West Gear";1128299;"2020-03-05";"March";"West";"Nevada";"Las Vegas";"footwear";"Women's Street Footwear";"female";44;140;6160;2587;42;"Outlet"
"West Gear";1128299;"2020-03-06";"March";"West";"Nevada";"Las Vegas";"footwear";"Women's Athletic Footwear";"female";43;132;5676;1987;35;"Outlet"
"West Gear";1128299;"2020-03-07";"March";"West";"Nevada";"Las Vegas";"apparel";"Men's Apparel";"male";46;119;5474;2956;54;"Outlet"
"West Gear";1128299;"2020-03-08";"March";"West";"Nevada";"Las Vegas";"apparel";"Women's Apparel";"female";51;162;8262;1735;21;"Outlet"
"West Gear";1128299;"2020-03-09";"March";"West";"Nevada";"Las Vegas";"footwear";"Men's Street Footwear";"male";47;216;10152;3756;37;"Outlet"
"West Gear";1128299;"2020-03-10";"March";"West";"Nevada";"Las Vegas";"footwear";"Men's Athletic Footwear";"male";50;209;10450;2613;25;"Outlet"
"West Gear";1128299;"2020-03-11";"March";"West";"Nevada";"Las Vegas";"footwear";"Women's Street Footwear";"female";47;166;7802;3277;42;"Outlet"
"West Gear";1128299;"2020-03-12";"March";"West";"Nevada";"Las Vegas";"footwear";"Women's Athletic Footwear";"female";40;166;6640;2390;36;"Outlet"
"West Gear";1128299;"2020-03-13";"March";"West";"Nevada";"Las Vegas";"apparel";"Men's Apparel";"male";49;136;6664;3599;54;"Outlet"
"West Gear";1128299;"2020-03-14";"March";"West";"Nevada";"Las Vegas";"apparel";"Women's Apparel";"female";56;170;9520;1714;18;"Outlet"
"West Gear";1128299;"2020-03-15";"March";"West";"Nevada";"Las Vegas";"footwear";"Men's Street Footwear";"male";20;149;2980;1192;40;"Outlet"
"West Gear";1128299;"2020-03-16";"March";"West";"Nevada";"Las Vegas";"footwear";"Men's Athletic Footwear";"male";31;145;4495;1124;25;"Outlet"
"West Gear";1128299;"2020-03-17";"March";"West";"Nevada";"Las Vegas";"footwear";"Women's Street Footwear";"female";26;128;3328;1398;42;"Outlet"
"West Gear";1128299;"2020-03-18";"March";"West";"Nevada";"Las Vegas";"footwear";"Women's Athletic Footwear";"female";26;96;2496;849;34;"Outlet"
"Sports Direct";1197831;"2021-03-14";"March";"South";"Tennessee";"Knoxville";"apparel";"Men's Apparel";"male";30;123;3690;1255;34;"Outlet"
"Sports Direct";1197831;"2021-03-15";"March";"South";"Tennessee";"Knoxville";"apparel";"Women's Apparel";"female";24;170;4080;2162;53;"Outlet"
"Sports Direct";1197831;"2021-03-16";"March";"South";"Tennessee";"Knoxville";"footwear";"Men's Street Footwear";"male";18;202;3636;1345;37;"Outlet"
"Sports Direct";1197831;"2021-03-17";"March";"South";"Tennessee";"Knoxville";"footwear";"Men's Athletic Footwear";"male";23;219;5037;1964;39;"Outlet"
"Sports Direct";1197831;"2021-03-18";"March";"South";"Tennessee";"Knoxville";"footwear";"Women's Street Footwear";"female";23;140;3220;1256;39;"Outlet"
"Sports Direct";1197831;"2021-03-19";"March";"South";"Tennessee";"Knoxville";"footwear";"Women's Athletic Footwear";"female";28;128;3584;1756;49;"Outlet"
"Sports Direct";1197831;"2021-03-20";"March";"South";"Tennessee";"Knoxville";"apparel";"Men's Apparel";"male";29;94;2726;872;32;"Outlet"
"Sports Direct";1197831;"2021-03-21";"March";"South";"Tennessee";"Knoxville";"apparel";"Women's Apparel";"female";28;143;4004;2242;56;"Outlet"
"Sports Direct";1197831;"2021-03-22";"March";"South";"Tennessee";"Knoxville";"footwear";"Men's Street Footwear";"male";20;221;4420;1901;43;"Outlet"
"Sports Direct";1197831;"2021-03-23";"March";"South";"Tennessee";"Knoxville";"footwear";"Men's Athletic Footwear";"male";31;195;6045;2841;47;"Outlet"
"Sports Direct";1197831;"2021-03-24";"March";"South";"Tennessee";"Knoxville";"footwear";"Women's Street Footwear";"female";22;166;3652;1570;43;"Outlet"
"Sports Direct";1197831;"2021-03-25";"March";"South";"Tennessee";"Knoxville";"footwear";"Women's Athletic Footwear";"female";25;124;3100;1736;56;"Outlet"
"Sports Direct";1197831;"2021-03-26";"March";"South";"Tennessee";"Knoxville";"apparel";"Men's Apparel";"male";27;88;2376;974;41;"Outlet"
"Sports Direct";1197831;"2021-03-27";"March";"South";"Tennessee";"Knoxville";"apparel";"Women's Apparel";"female";25;145;3625;2211;61;"Outlet"
"Sports Direct";1197831;"2021-03-28";"March";"South";"Tennessee";"Knoxville";"footwear";"Men's Street Footwear";"male";13;203;2639;1188;45;"Outlet"
"Sports Direct";1197831;"2021-03-29";"March";"South";"Tennessee";"Knoxville";"footwear";"Men's Athletic Footwear";"male";17;203;3451;1449;42;"Outlet"
"Sports Direct";1197831;"2021-03-30";"March";"South";"Tennessee";"Knoxville";"footwear";"Women's Street Footwear";"female";15;170;2550;1122;44;"Outlet"
"Sports Direct";1197831;"2021-03-31";"March";"South";"Tennessee";"Knoxville";"footwear";"Women's Athletic Footwear";"female";20;128;2560;1434;56;"Outlet"
"Sports Direct";1197831;"2021-04-01";"April";"South";"Tennessee";"Knoxville";"apparel";"Men's Apparel";"male";20;105;2100;798;38;"Outlet"
"Sports Direct";1197831;"2021-04-02";"April";"South";"Tennessee";"Knoxville";"apparel";"Women's Apparel";"female";18;196;3528;2152;61;"Outlet"
"Sports Direct";1197831;"2021-04-03";"April";"South";"Tennessee";"Knoxville";"footwear";"Men's Street Footwear";"male";12;247;2964;1334;45;"Outlet"
"Sports Direct";1197831;"2021-04-04";"April";"South";"Tennessee";"Knoxville";"footwear";"Men's Athletic Footwear";"male";20;240;4800;2112;44;"Outlet"
"Sports Direct";1197831;"2021-04-05";"April";"South";"Tennessee";"Knoxville";"footwear";"Women's Street Footwear";"female";14;204;2856;1314;46;"Outlet"
